req_text_1,req_text_2,consistency_label,nfr_category
mobile application search result list view search result viewed list element list represents specific restaurant element include restaurant name telephone number type food distance according userã â â position average price short two line description link restaurantã â â web page information link maximally 100 result displayed result contains restaurant displayed screen one time user able scroll searching price restaurant sorted according following order 1 average price 2 distance 3 restaurant type 4 specific dish searching search option price restaurant sorted according following order 1 distance 2 average price 3 restaurant type 4 specific dish list view include header different selectable sorting option list view include button selected display different filtering option filtering menu,hazard user using device not driving,1,Performance
regularly backup data ensure quick recovery,system shall interface campusconnect central server,1,Fault Tolerance
system shall provide 24 7 customer support maximum response time 30 minute,system shall provide tooltips icon button hover,1,Performance
case user decline exchange offered another user clicking ã â å declineã â â button,case user decline exchange offered not another user clicking ã â å declineã â â button,0,Usability
system shall implement checkpoint restore point facilitate rapid recovery failure,application maintainer modify appearance separate launcher,1,Fault Tolerance
system shall ensure 95% user complete basic task e g file upload without external assistance,system shall not ensure 95% user complete basic task e g file upload without external assistance,0,Scalability
system shall adhere secure configuration guideline best practice,system shall not adhere insecure configuration guideline best practice,0,Look and Feel
link facebook setting menu,link not facebook setting menu,0,Usability
application shall achieve 99 95% uptime peak load hour,application shall not achieve 99 95% uptime peak load hour,0,Availability
product shall ensure component tested isolation integration,product shall not ensure component tested isolation integration,0,Usability
implement guided tour walk user key feature,implement guided tour walk not user key feature,0,Look and Feel
primary performance requirement speed network application minimal logic little no issue computation required phone,primary performance requirement speed network not application minimal logic little no issue computation required phone,0,Look and Feel
continuously monitor performance metric,remote access system must secured vpns require strong authentication,1,Operability
information search method studenthandbook app restricted depending file format handbook information,product shall evaluated compliance industry specific regulation,1,Usability
regularly conduct failover drill test effectiveness failover process,regularly not conduct failover drill test effectiveness failover process,0,Fault Tolerance
implement self healing mechanism automatically detect fix issue,website must fully operational msn tv2,1,Usability
select spanish preferred language given administrator want select preferred language administrator selects spanish new language web portal show text spanish,product require collaboration database management system dbms dbms may located machine product separate machine residing computer network,1,Operability
product shall display grid within circle view periscope,graphical user interface splitpay designed usability first priority app presented organized manner visually appealing easy user navigate feedback visual cue notification inform user update pop ups provide user instruction,1,Usability
system shall designed handle hardware failure without affecting overall system performance,system shall not designed handle hardware failure without affecting overall system performance,0,Fault Tolerance
mysql database used store information required answer question,system shall accessed authorized corporate community grant ccr employee user must authenticated using ibm intranet username password,1,Look and Feel
prominent search feature desc search feature prominent easy find user,system language agnostic since portability prime goal overall project english turkish finnish italian least supported replication partner,1,Usability
number mistake noted student shall decreased 50% first year,number mistake noted student shall not decreased 50% first year,0,Usability
authentication mechanism must secure including multi factor authentication privileged account,authentication mechanism must not secure including multi factor authentication privileged account,0,Security
website shall make user aware information practice collecting data via privacy policy accessible page website,system shall provide onboarding tutorial new user completed less 10 minute,1,LEGAL
select english preferred language given restaurant owner want select preferred language restaurant owner selects english new language web portal show text english,select english preferred not language given restaurant owner want select preferred language restaurant owner selects english new language web portal show text english,0,Usability
system shall designed handle simultaneous failure 20% component without service interruption,system shall not designed handle simultaneous failure 20% component without service interruption,0,Fault Tolerance
monitor environmental condition e g temperature humidity data center prevent hardware failure,prominent search feature desc search feature prominent easy find user,1,Fault Tolerance
minimize latency data processing network communication,select swedish preferred language given administrator want select preferred language administrator selects swedish new language web portal show text swedish,1,Performance
user allows location service create user,product shall include comprehensive user guide covering functionality,1,Usability
system must provide secure easy use administration interface,system must not provide secure easy use administration interface,0,Look and Feel
system must documented incident response plan address mitigate security breach,system must not documented incident response plan address mitigate security breach,0,Performance
product shall use standard navigation menu familiar web user,possible ã â å tweetã â â certain news item,1,Usability
system shall recovery time objective rto less 1 hour,location searched name building,1,Fault Tolerance
ensure form validation provide clear actionable error message,ensure form validation not provide clear actionable error message,0,Fault Tolerance
system shall provide detailed log fault occurrence recovery action audit analysis,system shall not provide detailed log fault occurrence recovery action audit analysis,0,Fault Tolerance
system shall capable performing full system reboot without impacting active user session,dispute application shall interface statement database statement database provides transaction detail dispute system transaction detail must obtained statement database,1,Usability
interactive element clearly distinguish interactive element non interactive one,new user shall able navigate league team page within 30 second reaching start page,1,Look and Feel
retrieve password given restaurant owner want log lost password restaurant owner enters email address ã â å retrieve passwordã â â form submits form restaurant owner receive email containing password,system must support horizontal scaling add node,1,Operability
error message display clear user friendly error message,system shall provide automated alert notification fault detection recovery status,1,Fault Tolerance
possible ã â å tweetã â â insapption within main menu,application shall maximum latency 4 second high volume data import,1,Portability
system shall achieve 95% uptime,tu e related twitter site selected list see content list requirement ucar903,1,Availability
establish reliable backup procedure,establish unreliable backup procedure,0,Usability
application shall average response time 2 5 second data retrieval,modularity system designed way algorithm four main unit able easily swapped,1,Performance
possible zoom map view,possible not zoom map view,0,Portability
user change calender different month,user not change calender different month,0,Usability
product shall include comprehensive user guide covering functionality,product shall not exclude comprehensive user guide covering functionality,0,Look and Feel
system shall support partial failure affected component taken offline others remain operational,optimize resource utilization support scalability,1,Fault Tolerance
system shall let existing customer log website email address password 5 second,restaurant owner create account security gist security creating account restaurant owner system scale restaurant owner want create account desired user name occupied restaurant owner asked choose different user name meter measurement obtained 1000 hour usage testing must 100% time,1,Operability
physical access server data center must restricted authorized personnel,implement feedback system learn user experience,1,Security
interface shall simple look interface usability survey 90% beta tester must report interface adequately simple,interface shall not simple look interface usability survey 90% beta tester must report interface adequately simple,0,Look and Feel
implement adaptive load balancing algorithm,system shall include setting disable enable certain feature based user preference,1,Scalability
dr susan poslusny dr julie donalek people shall access student personal information,dr susan poslusny dr julie donalek people shall not access student personal information,0,Portability
system shall protect private information accordance organization information policy,system shall not protect private information accordance organization information policy,0,LEGAL
secondary database used store historical statistic data,secondary not database used store historical statistic data,0,Usability
provide marketplace user created theme,system shall ensure critical data stored redundant location avoid single point failure,1,Usability
error unit failed create generic answer given generic sentence case simply fallback error handling described r4 4 2 1,error unit failed create generic answer given not generic sentence case simply fallback error handling described r4 4 2 1,0,Fault Tolerance
implement comprehensive logging performance monitoring,use continuous integration streamline code update,1,Operability
product shall offer web based interface remote system management,product shall not offer web based interface remote system management,0,Look and Feel
use feature toggle controlled release,system shall manage 300 concurrent data export,1,Usability
user account must managed according security best practice including timely deactivation account departing employee,main menu contains launcher agenda app 3 1 5,1,Performance
application respond list thumbnail image site listed oldest newest year,application not respond list thumbnail image site listed oldest newest year,0,Usability
user click link application respond page,user click not link application respond page,0,Usability
wcs system shall use appropriate nomenclature terminology defined corporate community grant organization interface report undergo usability test ccr user,wcs system shall not use appropriate nomenclature terminology defined corporate community grant organization interface report undergo usability test ccr user,0,Look and Feel
use distributed caching solution,use not distributed caching solution,0,Usability
maintain comprehensive faq section,search result shall returned no later 30 second user entered search criterion,1,Maintainability
dependency management dependency explicitly declared managed,provide keyboard shortcut advanced user,1,Usability
product shall include feature real time system performance metric,product shall not include feature real time system performance metric,0,Performance
user select download catalogue pdf viewed mobile device,implement maintenance scheduling system plan communicate maintenance activity effectively,1,Operability
system must collect report security metric measure improve security posture,use microservices architecture isolate manage service availability effectively,1,Portability
application instance shall able reusable every semester returning student user able update class schedule application check registered schedule set next semester current school semester application component able integrated larger ru mobile application developed maintained radford university,upon usb plugged system shall able deployed operational less 1 minute,1,Maintainability
usage result map view desc result displayed map view user friendly easy understand selecting pin map take one click,system must ensure data integrity checksum validation mechanism,1,Usability
use visual cue guide user process,use visual not cue guide user process,0,Look and Feel
system shall provide seamless user experience failover ensuring no session data loss,system shall offer continuous service maintaining operational mirror active passive configuration,1,Fault Tolerance
designated phone number user send text ã â â ¹,full information registration given restaurant owner want create account restaurant owner not account restaurant owner register web portal providing user name password address e mail address phone number mobile number restaurant owner able apply verification,1,Look and Feel
application update shall occur 3am 6 cst wednesday morning middle nfl season,application update shall not occur 3am 6 cst wednesday morning middle nfl season,0,Maintainability
system shall support integration external monitoring management tool,system shall not support integration external monitoring management tool,0,Operability
apply load balancing technique across multiple server distribute traffic evenly,apply load balancing technique across multiple server distribute not traffic evenly,0,Portability
offer dynamic theme change based time day,offer dynamic theme change based not time day,0,Performance
application shall average response time 2 5 second data retrieval,application shall not average response time 2 5 second data retrieval,0,Performance
functionality not require network connectivity system component require authentication radford university network connectivity function long system maintained university available,functionality not require network connectivity system component require authentication radford university network connectivity function long system maintained university unavailable,0,Availability
product shall provide error log detailed information troubleshooting,product shall not provide error log detailed information troubleshooting,0,Fault Tolerance
product shall accuracy rate 99 9% data processing operation,product shall not accuracy rate 99 9% data processing operation,0,Operability
consistency ensure consistent look feel across application,communication system component must encrypted prevent interception tampering,1,Look and Feel
search described requirement ucar201 ucar202 result displayed set building match search input,product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,1,Look and Feel
integrate issue tracking system manage address maintenance related issue efficiently,integrate issue tracking system manage not address maintenance related issue efficiently,0,Maintainability
provide visual indicator user action successfully completed,not provide visual indicator user action successfully completed,0,Usability
case user able browse profile user user see user user name profile photo usersã â â item,mysql database used store information required answer question,1,Scalability
system shall easy learn caller supervisor caller supervisor shall learn use system within 10 minute,product shall continue operate upgrade change new resource addition product shall able continue operate no interruption service due new resource addition,1,Usability
product shall allow user configure save personal preference layout appearance,product shall not allow user configure save personal preference layout appearance,0,Look and Feel
system shall perform automated integrity check detect corruption impact service,ensure real time replication critical data across multiple location,1,Usability
perform regular security audit,integrate learning management system,1,Security
implement proactive error handling prevent downtime,create onboarding playlist new user,1,Availability
api response defined json specified rfc 7159 json object root every api response response document contain least one following top level member data documentã â â ã â å primary data ã â â case response clientã â â query error array error object stating went wrong clientã â â request issue arise top level member specified r4 1 3 3 not coexist json document data present error absent vice versa,system shall granularly control access right major subsystem possible assign access right subsystem independently,1,Fault Tolerance
case user mark item favorite notified change made item,setting menu twitter option delete saved username combination password regarding twitter,1,Usability
system shall support role based permission system access configuration,system shall not support role based permission system access configuration,0,Usability
employ nfv scalable network service,use interactive infographics data representation,1,Usability
product shall include feature real time system performance metric,product shall not exclude feature real time system performance metric,0,Performance
gui ã â å sendã â â button sends text textbox api clicked,use microservices architecture enable independent scaling service,1,Look and Feel
ensure even distribution load across node,select spanish preferred language given restaurant owner want select preferred language restaurant owner selects spanish new language web portal show text spanish,1,Portability
mobile application switch result view desc user able switch map view list view search option,mobile application switch result view desc user able switch map view list view not search option,0,Usability
system shall offer quick access menu commonly used function,product must offer tool system tuning performance adjustment,1,Look and Feel
system must include automated error handling resolution mechanism,system must not include automated error handling resolution mechanism,0,Fault Tolerance
color scheme use cohesive color scheme aligns brand,process must fit within processing time condition set forth auto rep assignment process lead assigned within 3 minute total life cycle,1,Look and Feel
training provide adequate training maintainer,system shall maintain consistent state across redundant component,1,Maintainability
total lead cycle time must completed 5 minute 90% lead volume business hour 8am cst 8pm cst 3 minute 99% lead volume business hour,application shall maximum latency 4 second high volume data import,1,Performance
consistency form ensure form element consistently styled,consistency form ensure not form element consistently styled,0,Usability
manage api capacity rate limit background ensuring user not experience throttling interruption,manage api capacity rate limit background ensuring user not not experience throttling interruption,0,Usability
system must provide mechanism automated system diagnostics,system must not provide mechanism automated system diagnostics,0,Portability
10000 user able use system time,system shall provide mechanism perform real time health check critical component,1,Performance
product shall support customizable shortcut frequently used feature action,select english preferred language given administrator want select preferred language administrator selects english new language web portal show text english,1,Usability
dr susan poslusny dr julie donalek people shall access student personal information,system shall include fallback procedure maintain service maintenance activity,1,Portability
system shall offer voice command major function accommodate user disability,category selected product thumbnail image appear selection,1,Usability
allow user easily navigate back previous screen action,deny user easily navigate back previous screen action,0,Usability
system shall support 600 concurrent chat session,unit replace representation generic answer data,1,Scalability
loading indicator use loading indicator action take time,utilize caching reduce load primary data store,1,Performance
system shall designed handle simultaneous failure 20% component without service interruption,user denies user location service prompt user home screen,1,Fault Tolerance
remote access system must secured vpns require strong authentication,product shall synchronize contact appointment acceptable time,1,Look and Feel
application collect list site sorted name,system shall maintain consistent performance 1 5 tb data,1,Usability
system shall use multiple data path ensure redundancy data transmission,use scalable workflow orchestration tool,1,Usability
system shall used realtor no training,system shall not used realtor no training,0,Usability
system shall pas integration test success rate 95% higher,allow user customize notification style,1,Usability
product shall compliant accessibility standard wcag 2 1,product shall not compliant accessibility standard wcag 2 1,0,Usability
configuration management configuration externalized versioned,consistency icon use consistent style icon,1,Usability
download mobile application desc user able download mobile application either application store similar service mobile phone application free download,download mobile application desc user not able download mobile application either application store similar service mobile phone application not free download,0,Scalability
error message display clear user friendly error message,error message display clear user friendly not error message,0,Fault Tolerance
use redundant dns service high availability,product shall able display calendar date time according user locale 90% survey respondent target market country find date time formatting product correct,1,Usability
provide multi language support accommodate diverse user base,not provide multi language support accommodate diverse user base,0,Usability
interactive element clearly distinguish interactive element non interactive one,system shall ensure data transaction completed successfully even component failure occurs,1,Look and Feel
ensure network infrastructure handle increased load,system shall designed handle simultaneous failure 20% component without service interruption,1,Scalability
use parallax scrolling immersive experience,perform impact analysis proposed change understand effect system implementation,1,Usability
provide option user save manage setting preference,setting menu facebook user save username combination password regarding facebook,1,Usability
system language agnostic since portability prime goal overall project english turkish finnish italian least supported replication partner,system language agnostic since portability prime goal overall project english turkish not finnish italian least supported replication partner,0,Portability
system shall reveal private information compliance organization information policy,use caching improve performance,1,LEGAL
product shall designed modular upgrade feature enhancement,product shall support keyboard shortcut major function,1,Look and Feel
implement resource quota prevent overuse,implement resource not quota prevent overuse,0,Usability
minimalism adopt minimalist design approach avoid clutter,minimalism adopt minimalist design not approach avoid clutter,0,Look and Feel
application respond list link 3 nearest site z sorted name,application not respond list link 3 nearest site z sorted name,0,Usability
system reliability gist reliability system scale reliability system give right result search meter measurement obtained 1000 search testing must 98% search plan 99% search wish 100% search,use version control system documentation track change maintain historical record,1,Scalability
izogn administrator must able add new product website within 2 minute,brio portion wcs system must able export file spreadsheet form microsoft excel lotus 1 2 3 format brio provide button user interface produce export report xl 123 file format,1,Operability
system shall support automatic resynchronization data component failure recovery,select english preferred language given administrator want select preferred language administrator selects english new language web portal show text english,1,Fault Tolerance
product shall support drag drop functionality file management,design interactive form better user input,1,Usability
system must support real time update without requiring user intervention,system must not support real time update without requiring user intervention,0,Look and Feel
system shall automatically redirect user traffic backup server primary server fails,must able interface following browser,1,Fault Tolerance
include search function provides relevant result quickly,develop document redundancy plan critical system component,1,Look and Feel
anonimization aggregation route information may shared safely without disclosing personal information,anonimization aggregation route information may shared safely without not disclosing personal information,0,Portability
user shall able zoom image using standard gesture mobile device,user shall not able zoom image using standard gesture mobile device,0,Portability
system shall offer context sensitive help major step user workflow,system shall not offer context sensitive help major step user workflow,0,Usability
product shall easy customer novice skill internet purchase watch streaming movie customer able purchase watch pre determined movie 3 minute,product shall not easy customer novice skill internet purchase watch streaming movie customer not able purchase watch pre determined movie 3 minute,0,Usability
new user make less 3 mistake 5 minute 5 minute use,new user make less 3 mistake not 5 minute 5 minute use,0,Usability
use interactive widget better engagement,use not interactive widget better engagement,0,Usability
use ai recommend learning resource,product must support configuration change without requiring system restart,1,Usability
application shall manage database size 15 gb no noticeable performance impact,application shall not manage database size 15 gb no noticeable performance impact,0,Performance
system shall include feature user account management auditing,system shall not include feature user account management auditing,0,Usability
search described requirement ucar501 ucar502 result displayed set employee match search input,search described requirement ucar501 ucar502 result not displayed set employee match search input,0,Look and Feel
application shall achieve average throughput 250 transaction per second,use automated script database system migration reduce error manual effort,1,Performance
allow user choose preferred font,deny user choose preferred font,0,Look and Feel
system shall include fallback procedure maintain service maintenance activity,use automated configuration management tool,1,Maintainability
icon selected two open text field available user search product name product id sku keyword,icon selected two open text field unavailable user search product name product id sku keyword,0,Availability
allow real time update design,not allow real time update design,0,Look and Feel
possible switch stylistic map view satellite map view,text sent number sent api system reply user answer another text message,1,Portability
use breadcrumb navigation better context,system shall provide automated recovery user specific setting failure,1,Usability
design intuitive user interface easy understand,design not intuitive user interface easy understand,0,Look and Feel
system shall process real time data stream maximum latency 1 5 second,system shall not process real time data stream minimum latency 1 5 second,0,Performance
search result shall returned no later 30 second user entered search criterion,administrator change button used user interface sub apps main app not include external resource,1,Usability
customer shall able easily integrate new building map product throughout product lifecycle integration new map product shall possible little no support product support staff,customer shall not able easily integrate new building map product throughout product lifecycle integration new map product shall not possible little no support product support staff,0,Look and Feel
system shall support 10 000 active user simultaneously,system shall not support 10 000 active user simultaneously,0,Usability
application shall handle 1 200 file uploads within 10 minute period,system shall employ error correction code maintain data integrity,1,Scalability
ensure data partitioning sharding managed transparently without user needing aware data distribution,ensure not data partitioning sharding managed transparently without user needing aware data distribution,0,Usability
no lead evaluation complete time period longer 25 second 97% lead processed,system shall maintain database query response time 1 5 second 95% query,1,Performance
decentralized service use decentralized service avoid central point failure,user shall able reach add drop trade player page one click team owner page,1,Fault Tolerance
system shall expected manage nursing program curriculum class clinical scheduling minimum 5 year,system shall not expected manage nursing program curriculum class clinical scheduling minimum 5 year,0,Usability
product shall provide multi threading technology well load balancing overcome data load spike traffic,conduct survey gauge user satisfaction training,1,Operability
full information registration given restaurant owner want create account restaurant owner not account restaurant owner register web portal providing user name password address e mail address phone number mobile number restaurant owner able apply verification,full information registration given restaurant owner want create account restaurant owner not account restaurant owner register web portal providing user name password address e mail address phone number mobile number restaurant owner not able apply verification,0,Usability
use scalable file storage solution,develop end life plan deprecated component manage phase replacement effectively,1,Usability
customer information stored secure database accessible authorized personnel,application maintainer able maintain application without knowledge java android programming able modify approximate appearance application mean color gui figure application not addition deletion gui element,1,Security
include interactive tutorial within interface,exclude interactive tutorial within interface,0,Look and Feel
product shall undergo usability testing diverse group end user,product shall accuracy rate 99 9% data processing operation,1,Usability
system shall let customer cancel account process shall take no longer 2 minute database mark account inactive user not able log website,system shall not let customer cancel account process shall not take no longer 2 minute database mark account inactive user not able log website,0,Operability
user either proceed call rep order proceed online checkout process,include feature user provide feedback easily,1,Usability
delete restaurant information given administrator logged information restaurant exists administrator deletes information information restaurant deleted,delete restaurant information given administrator logged information restaurant exists administrator deletes information information restaurant not deleted,0,Operability
case user able browse item user see itemsã â â picture price feature,system shall process 12 000 api request per hour,1,Usability
perform impact analysis proposed change understand effect system implementation,perform impact analysis not proposed change understand effect system implementation,0,Portability
system must implement data retention policy securely delete archive data no longer needed,system must not implement data retention policy securely delete archive data no longer needed,0,LEGAL
system shall allow administrator configure alert notification,system shall not allow administrator configure alert notification,0,Operability
application shall handle 1 200 file downloads simultaneously,application shall not handle 1 200 file downloads simultaneously,0,Scalability
system shall compliant iso 9001 quality standard,system shall not compliant iso 9001 quality standard,0,Usability
registered customer purchase streaming movie,registered customer purchase not streaming movie,0,Usability
system shall use distributed architecture minimize impact single point failure,system shall not use distributed architecture minimize impact single point failure,0,Fault Tolerance
system shall support easy migration data environment,system shall not support easy migration data environment,0,Usability
application map view stylistic style,application map not view stylistic style,0,Usability
application shall process 5 000 transaction per hour peak load time,perform impact analysis proposed change understand effect system implementation,1,Performance
information search method studenthandbook app restricted depending file format handbook information,information search method studenthandbook app not restricted depending file format handbook information,0,Usability
system shall include mechanism rollback update cause failure ensuring system stability,implement automated code review tool maintain code quality identify potential issue early,1,Fault Tolerance
maintain comprehensive faq section,product shall include feature automated system update patch management,1,Maintainability
use interactive storytelling engaging content,use not interactive storytelling engaging content,0,Usability
select spanish preferred language given restaurant owner want select preferred language restaurant owner selects spanish new language web portal show text spanish,select spanish preferred language given restaurant owner want select preferred language restaurant owner selects spanish new language web portal show not text spanish,0,Usability
user access limited permission granted role level pcg hierarchy assigned role user assigned role access functionality within rf system dependent privilege permission assigned role,user access limited permission granted not role level pcg hierarchy assigned role user assigned role access functionality within rf system dependent privilege permission assigned role,0,Usability
56k connection system response time operation must no 6 second 90% time,network issue chat window display error message,1,Operability
administrator modify list tu e related twitter site,administrator modify not list tu e related twitter site,0,Maintainability
regularly review improve availability strategy,select french preferred language given restaurant owner want select preferred language restaurant owner selects french new language web portal show text french,1,Usability
totally unstructured information ai library used programmatically extract store information possible,totally not unstructured information ai library used programmatically extract store information possible,0,Portability
use button animation better interaction,use button animation not better interaction,0,Usability
fau class contains requirement recording occurrence security relevant event take place tsf control family identifies level auditing enumerates type event shall auditable tsf identifies minimum set audit related information provided within various audit record type following extended requirement fau class included st operational environment capable providing security audit generation tsf function,fau class contains requirement recording occurrence security relevant event take place tsf control family identifies level auditing enumerates type event shall not auditable tsf identifies minimum set audit related information provided within various audit record type following extended requirement fau class included st operational environment capable providing security audit generation tsf function,0,Look and Feel
system alert set alert availability issue,product shall platform independent product shall enable access type development environment platform,1,Usability
implement monitoring alerting scaling event,new stylistic map geographically correct,1,Operability
response time system 2 second,response time not system 2 second,0,Performance
use micro batching process data small manageable chunk,use micro batching process not data small manageable chunk,0,Usability
reduce typing option giving support select menu,reduce not typing option giving support select menu,0,Usability
consistency icon use consistent style icon,mobile application navigation restaurant desc user able select pin map element list selection made location restaurant sent mobile phoneã â â gps navigation program user navigated destination destination reached user able go back search page mobile application,1,Usability
incorporate brand color logo brand element design reinforce brand identity recognition,product shall allow user configure save personal preference layout appearance,1,Look and Feel
promotional update website take day update,promotional not update website take day update,0,Maintainability
encryption data privacy sensitive must persisted server order basic functionality,ensure performance not compromised security measure,1,Security
capacity overprovisioning overprovision capacity handle unexpected spike,product shall prevent input malicious data product adjacent hardware software system data shall remain 100% uncorrupted time malicious data input product,1,Usability
use loading animation indicate progress,select french preferred language given restaurant owner want select preferred language restaurant owner selects french new language web portal show text french,1,Scalability
filling optional field given restaurant owner restaurant want fill optional field form restaurant owner provides restaurant description menu type restaurant picture restaurant mobile phone restaurant owner filled optional field form,rolling update use rolling update deploy change without downtime,1,Usability
product shall include getting started guide first time user,main menu contains launcher encyclopedia app dutch language selected 3 1 7,1,Look and Feel
application shall achieve average throughput 250 transaction per second,application shall not achieve average throughput 250 transaction per second,0,Performance
design application support common user workflow task,design application support common user not workflow task,0,Look and Feel
application extendable mean skilled java android programmer able easily add new sub application insapption add launcher main application,new user make less 3 mistake 5 minute 5 minute use,1,Maintainability
physical access server data center must restricted authorized personnel,physical access server data center must not restricted authorized personnel,0,Security
ccr user shall receive training wcs system deployed one training session held 100% ccr user system deployment based ccr user available,ccr user shall not receive training wcs system deployed one training session held 100% ccr user system deployment based ccr user available,0,Availability
ensure application accessible user disability,ensure code modularity easier maintenance,1,Usability
retrieve password given restaurant owner want log lost password restaurant owner enters email address ã â å retrieve passwordã â â form submits form restaurant owner receive email containing password,retrieve password given restaurant owner want log lost password restaurant owner enters email address ã â å retrieve passwordã â â form submits form restaurant owner not receive email containing password,0,Operability
product shall provide performance benchmark different system configuration,ensure reliability correctness zero tolerance error algorithm computes split expense group member maintain flexibility adaptability app take account situation user loses internet connection whatever reason cannot establish connection server user still able use application bill transaction etc posted disconnected cached connection restored,1,Performance
onboarding provide visually appealing onboarding experience,system shall support partial failure affected component taken offline others remain operational,1,Usability
design decentralized network architecture,equip critical component redundant power supply prevent outage,1,Look and Feel
system shall compliant iso 9001 quality standard,system shall interface student master server,1,Usability
system shall available use hour 8 6 pm,product must work database management system dbms market whether dbms colocated product machine located different machine computer network,1,Availability
product shall provide comprehensive api documentation developer,product shall not provide comprehensive api documentation developer,0,Usability
product shall include shortcut key list advanced user,product shall not include shortcut key list advanced user,0,Usability
application maintainer also able change list information source sub application agenda news facebook twitter,application maintainer also able change list information source not sub application agenda news facebook twitter,0,Maintainability
allow user easily navigate back previous screen action,possible change status facebook new status indicate userã â â current location,1,Usability
system shall support least 10 000 concurrent user without performance degradation,promotional update website take day update,1,Performance
user registration mobile application desc given user downloaded mobile application user able register mobile application user must provide user name password e mail address user choose provide regularly used phone number,user registration mobile application desc given user downloaded mobile application user able register mobile application user must not provide user name password e mail address user choose provide regularly used phone number,0,Portability
user click link browse site home page system respond list link site z sorted site name,user click link browse site home page system respond list link site not z sorted site name,0,Usability
user must receive security awareness training onboarding least annually thereafter,system shall implement multi pathing technique avoid single point failure data path,1,Security
conduct regular audit codebase ensure adherence coding standard identify area improvement,main menu contains launcher student handbook app dutch language selected 3 1 8,1,Usability
product shall easy realtor learn,product shall not easy realtor learn,0,Usability
system must provide support custom script automation tool,system must not provide support custom script automation tool,0,Usability
use real time data validation ensure data integrity system operation,use real not time data validation ensure data integrity system operation,0,Operability
maintain redundant resource support scaling,product shall include help button accessible every screen,1,Maintainability
user click link walking tour application respond walking tour page,user click link walking tour application not respond walking tour page,0,Usability
system shall maintain comprehensive fault log includes detail failure recovery action taken,system shall not maintain comprehensive fault log includes detail failure recovery action taken,0,Fault Tolerance
system shall capability perform self diagnostics identify address potential fault impact service,product shall include comprehensive quality assurance testing strategy,1,Fault Tolerance
use hot active cold standby system ensure continuous availability,system shall ability detect correct transient fault automatically,1,Usability
perform impact analysis proposed change understand effect system implementation,system must include regular security testing part development lifecycle,1,Portability
design deployment strategy support scalability efficient rollouts new feature update,design not deployment strategy support scalability efficient rollouts new feature update,0,Look and Feel
system shall include provision gracefully handling recovering partial outage,system shall perform search maximum latency 4 second,1,Usability
provide customizable learning dashboard,not provide customizable learning dashboard,0,Usability
use feature toggle controlled release,change management implement structured change management process,1,Usability
application respond site placed map marker includes name description link site page,application not respond site placed map marker includes name description link site page,0,Usability
