req_text_1,req_text_2,consistency_label,nfr_category
case user add item like cart touching ã â å add cartã â â button,user select topic search result list,1,Accuracy
product shall defined process handling security patch update,product shall not defined process handling security patch update,0,Accuracy
use hot active cold standby system ensure continuous availability,use hot active not cold standby system ensure continuous availability,0,Accuracy
mobile application search specific dish desc user able select specific dish given list input result displayed map view default,system shall include mechanism real time data replication ensure no data loss component failure,1,Availability
product shall undergo usability testing diverse group end user,product shall not undergo usability testing diverse group end user,0,Scalability
product shall defined process handling security patch update,system shall provide tool managing system performance resource utilization,1,Accuracy
search feature prominent easy find user,system must use approved encryption standard data encryption including aes 256 data rest tl 1 2 higher data transit,1,Performance
product shall prevent data incorrect data introduced,provide easy find setting preference user customization,1,Security
use middleware solution designed high availability manage system communication,use middleware solution designed high availability manage not system communication,0,Scalability
ensure robust error handling recovery mechanism,ensure robust error handling not recovery mechanism,0,Security
response time accessing user profile shall 1 5 second,use loading animation indicate progress,1,Portability
system shall ability detect correct transient fault automatically,administrator remove poiã â â poi belong certain building floor room number,1,Reliability
product shall interface csr datastream product shall exchange message csr eam real time basis without direct interface two system,product shall not interface csr datastream product shall not exchange message csr eam real time basis without direct interface two system,0,Usability
edit existing restaurant owner given administrator logged administrator edits existing restaurant owner restaurant owner information updated,edit not existing restaurant owner given administrator logged administrator edits existing restaurant owner restaurant owner information updated,0,Flexibility
system availability gist availability system used scale average system availability not considering network failing meter measurement obtained 1000 hour usage testing must 98% time plan 99% time wish 100% time,setting menu twitter user save username combination password regarding twitter,1,Usability
system must include user friendly interface managing system backup,ensure medium element video audio accessible control,1,Scalability
system shall include mechanism maintain functionality partial system degradation,ensure application user interface adapts well different resolution,1,Scalability
system shall ensure user data backed real time minimize loss unexpected failure,system shall not ensure user data backed real time minimize loss unexpected failure,0,Maintainability
interface shall appealing caller supervisor interface usability survey 80% beta tester must report interface appealing,interface shall not appealing caller supervisor interface usability survey 80% beta tester must not report interface appealing,0,Flexibility
product shall include feature user report usability issue directly within application,product shall not exclude feature user report usability issue directly within application,0,Usability
product shall allow user easily import export data,product shall not allow user easily import export data,0,Portability
allow user customize color palette,not allow user customize color palette,0,Accuracy
result displayed map view user friendly easy understand selecting pin map take one click,result displayed map view user friendly easy not understand selecting pin map take one click,0,Accuracy
allow user customize dashboard home screen,not allow user customize dashboard home screen,0,Accuracy
provide option user save manage setting preference,streaming movie buffering occur latency user connection,1,Interoperability
retrieve password desc given user registered user able retrieve password e mail,retrieve password desc given user registered user able retrieve not password e mail,0,Portability
user location information deleted nightly via cron job,backup recovery implement reliable backup recovery procedure,1,Reliability
system shall include new section highlighting recent update new feature,system shall not exclude new section highlighting recent update new feature,0,Maintainability
set real time alert failover event,set real time not alert failover event,0,Interoperability
product shall prevent data incorrect data introduced,main menu contains launcher encyclopedia app dutch language selected 3 1 7,1,Reliability
aspect website shall accessed web browser internet,product shall able handle 10 000 concurrent user within 2 year initial launch,1,Usability
design application handle various user scenario gracefully,design application handle various user not scenario gracefully,0,Flexibility
system shall ensure critical data stored redundant location avoid single point failure,system shall not ensure critical data stored redundant location avoid single point failure,0,Compatibility
user shall able use system one day training,user shall not able use system one day training,0,Portability
provide marketplace user created theme,not provide marketplace user created theme,0,Performance
provide visual feedback user perform action like saving submitting,product shall provide detailed release note update including bug fix new feature,1,Accuracy
application shall able complete every user transaction within one fourth second receiving request network,system shall maintain consistent security change user password permission take effect part system,1,Maintainability
navigation ensure intuitive easy use navigation,conduct regular load testing ensure scalability,1,Security
no safety requirement application normal hazard mobile device hazard user using device not driving,system shall easy use caller supervisor caller supervisor must able accomplish system task within 2 minute,1,Interoperability
system shall include self healing mechanism automatically address correct fault,system shall not exclude self healing mechanism automatically address correct fault,0,Usability
user shall able use system without instruction short amount time one use user understand remember 90% system usage navigation,user shall not able use system without instruction short amount time one use user understand remember 90% system usage navigation,0,Portability
product shall able display calendar date time according user locale 90% survey respondent target market country find date time formatting product correct,design decentralized network architecture,1,Usability
system shall provide detailed log fault occurrence recovery action audit analysis,product shall easy customer novice skill internet purchase watch streaming movie customer able purchase watch pre determined movie 3 minute,1,Reliability
allow user preview change finalizing,deploy high availability network appliance,1,Reliability
case item user want available exchange user request exchange item item want,case item user want unavailable exchange user request exchange item item want,0,Maintainability
case user able search item user search item according price location category,case user able search not item user search item according price location category,0,Portability
installing application itunes app store user asked login,system shall help user avoid making mistake scheduling class clinicals nursing student,1,Flexibility
installing application itunes app store user asked login,installing application itunes app not store user asked login,0,Interoperability
product shall intuitive self explanatory nine ten user shall able successfully complete game no training,product shall not intuitive self explanatory nine ten user shall not able successfully complete game no training,0,Scalability
application shall maintain response time 3 second less peak usage hour,application shall not maintain response time 3 second less peak usage hour,0,Maintainability
product shall designed easily configurable meet different user need,allow user easily navigate back previous screen action,1,Interoperability
user privilege must reviewed adjusted regularly ensure user access data function necessary role,continuously monitor performance metric,1,Scalability
response time user authentication shall 2 second,manage configuration code,1,Security
authorized user shall access rf system user exist uas system rf system assigned role shall access rf system use,authorized user shall not access rf system user exist uas system rf system assigned role shall not access rf system use,0,Interoperability
result displayed list view user friendly easy understand selecting element result list take one click,result displayed list view not user friendly easy understand selecting element result list not take one click,0,Accuracy
administrator modify list news rss feed available dutch,administrator modify list news rss feed unavailable dutch,0,Accuracy
usage result list view desc result displayed list view user friendly easy understand selecting element result list take one click,usage result list view desc result displayed list view not user friendly easy understand selecting element result list not take one click,0,Reliability
build ajax response update home page link nearby site based user location,implement edge ai process data closer source,1,Compatibility
site added correctly search engine,manager able perform search query reservation user 100% search query reservation user shall logons management logons,1,Maintainability
use redundant dns service high availability,system shall ensure user data backed real time minimize loss unexpected failure,1,Compatibility
allow user create personalized dashboard,deny user create personalized dashboard,0,Security
application shall maximum response time 5 second complex search query,use multi cluster deployment better resource distribution,1,Accuracy
product shall include getting started guide first time user,product shall not include getting started guide first time user,0,Flexibility
system shall include built user guide easily searchable,system shall not exclude built user guide easily searchable,0,Accuracy
system shall maintain high availability using redundant component critical subsystem,system shall not maintain high availability using redundant component critical subsystem,0,Flexibility
user click link walking tour application respond walking tour page,user click link walking tour application respond not walking tour page,0,Availability
usage result map view desc result displayed map view user friendly easy understand selecting pin map take one click,product shall provide error tracking service product shall help system administrator dba resolve transaction error 99% time,1,Flexibility
administrator change icon used user interface sub apps main app not include external resource,administrator change icon used user interface sub apps main app not exclude external resource,0,Interoperability
system must monitor record user activity detect respond potential security incident,product shall provide error log detailed information troubleshooting,1,Reliability
system shall allow quick rollback previous stable state new update cause failure,system shall not allow quick rollback previous stable state new update cause failure,0,Reliability
user click link map site home page application respond campus map historical site placed,user click link map site home page application not respond campus map historical site placed,0,Maintainability
scale database vertically horizontally without user noticing change performance availability,implement distributed logging better analysis,1,Scalability
no safety requirement application normal hazard mobile device hazard user using device not driving,product must support integration third party incident management system,1,Compatibility
user select video 360 video list display upon selecting video play device,user select video 360 not video list display upon selecting video play device,0,Portability
user able view next product swiping left right,allow user choose preferred font,1,Compatibility
geo redundancy use geo redundancy ensure availability across different geographic location,geo redundancy use not geo redundancy ensure availability across different geographic location,0,Scalability
system shall provide continuous availability minimal downtime upgrade,scalable infrastructure use scalable infrastructure handle peak load,1,Performance
case user touch log button log system user not use system log,ensure system reliable minimal downtime,1,Maintainability
use scalable workflow orchestration tool,product shall continue operate upgrade change new resource addition product shall able continue operate no interruption service due new resource addition,1,Flexibility
system shall help user avoid making mistake scheduling class clinicals nursing student,system shall support partial failure affected component taken offline others remain operational,1,Reliability
product shall include mechanism tracking system change update,business continuity planning develop business continuity plan maintain operation major disruption,1,Portability
allow user upload custom avatar,not allow user upload custom avatar,0,Portability
geo redundancy use geo redundancy ensure availability across different geographic location,user required input data cell phone keypad,1,Flexibility
administrator change icon used user interface sub apps main app not include external resource,regularly perform load testing ensure system handle peak load,1,Reliability
design system modular component facilitate update replacement without affecting entire system,user permission use location service,1,Portability
product shall operate every platform product shall accommodate new technology without change architecture,product shall not operate every platform product shall not accommodate new technology without change architecture,0,Performance
establish reliable backup procedure,product shall allow user easily import export data,1,Security
performance not issue server query involve small piece data changing screen require little computation thus occur quickly server update take second long phone maintain steady signal cost division algorithm used application highly efficient taking fraction second compute,performance not issue server query involve small piece data changing screen require little computation thus occur quickly server update not take second long phone maintain steady signal cost division algorithm used application highly efficient taking fraction second compute,0,Maintainability
layout maintain clean organized layout,layout maintain clean not organized layout,0,Availability
use interactive storytelling engaging content,system shall include undo redo feature recent action,1,Maintainability
case user decline exchange offered another user clicking ã â å declineã â â button,animation use subtle animation enhance user experience without distraction,1,Security
administrator modify list tu e related twitter site,system shall intuitive program administrator nursing staff member,1,Reliability
allow user easily navigate back previous screen action,not allow user easily navigate back previous screen action,0,Compatibility
fau class contains requirement recording occurrence security relevant event take place tsf control family identifies level auditing enumerates type event shall auditable tsf identifies minimum set audit related information provided within various audit record type following extended requirement fau class included st operational environment capable providing security audit generation tsf function,fau class contains requirement recording occurrence security relevant event take place tsf control family identifies level auditing enumerates type event shall not auditable tsf identifies minimum set audit related information not provided within various audit record type following extended requirement fau class included st operational environment capable providing security audit generation tsf function,0,Performance
incident response plan develop incident response plan address availability issue,incident response plan develop incident response not plan address availability issue,0,Scalability
design user interface responsive element varying screen size,system shall ensure fault tolerance mechanism tested regularly,1,Reliability
application shall able complete every user transaction within one fourth second receiving request network,maximum wait time user navigating one screen another within dispute application shall no 5 second,1,Performance
system shall implement checkpoint restore point facilitate rapid recovery failure,authentication mechanism must secure including multi factor authentication privileged account,1,Performance
system shall implement automatic session timeout require authentication period inactivity,system shall not implement automatic session timeout require authentication period inactivity,0,Security
product shall able support multiple remote user,product shall not able support multiple remote user,0,Accuracy
product shall allow user customize navigation bar frequently used feature,product shall not allow user customize navigation bar frequently used feature,0,Performance
text element user interface presented selected language english dutch,text element user not interface presented selected language english dutch,0,Portability
user select video 360 video list display upon selecting video play device,not user select video 360 video list display upon selecting video play device,0,Scalability
system shall ensure fault detection recovery not introduce additional error issue,system shall not ensure fault detection recovery not introduce additional error issue,0,Flexibility
data integrity ensure data integrity failure recovery,data not integrity ensure data integrity failure recovery,0,Scalability
provide option user import export data,restaurant owner create account security gist security creating account restaurant owner system scale restaurant owner want create account desired user name occupied restaurant owner asked choose different user name meter measurement obtained 1000 hour usage testing must 100% time,1,Compatibility
website must interface cybersource api process credit card transaction,system shall ensure data replicated across multiple geographical location avoid data loss case regional failure,1,Scalability
administrator change font used user interface sub apps main app not include external resource,user permission use location service,1,Performance
usage search feature desc different search option evident simple easy understand,usage search feature not desc different search option evident simple easy understand,0,Portability
system dependability gist fault tolerance system scale system loses connection internet gps device system get strange input user informed meter measurement obtained 1000 hour usage testing must 100% time,product shall include feature monitor system health performance,1,Reliability
system shall interface student master server,system shall not interface student master server,0,Reliability
system shall use error correction mechanism maintain data consistency across redundant system,system shall not use error correction mechanism maintain data consistency across redundant system,0,Performance
optimize network operation reduce latency,optimize network operation not reduce latency,0,Security
regular testing regularly test high availability setup,system dependability gist fault tolerance system scale system loses connection internet gps device system get strange input user informed meter measurement obtained 1000 hour usage testing must 100% time,1,Interoperability
use multi cloud strategy better availability,customer shall able easily integrate new building map product throughout product lifecycle integration new map product shall possible little no support product support staff,1,Portability
implement feature accommodate different user skill level,search feature prominent easy find user,1,Scalability
continuously optimize lower latency,continuously not optimize lower latency,0,Security
search result shall returned no later 30 second user entered search criterion,data integrity ensure data integrity failure recovery,1,Interoperability
product shall ability receive automatic software update new threat emerge 100% customer able receive automatic software update transmitted installed product,product shall not ability receive automatic software update new threat emerge 100% customer able receive automatic software update transmitted installed product,0,Reliability
use multi cloud strategy better availability,backup data must encrypted stored secure location access limited authorized personnel,1,Portability
system shall ensure user session preserved failovers,system shall not ensure user session preserved failovers,0,Availability
design user interface responsive element varying screen size,design user interface not responsive element varying screen size,0,Reliability
ensure scaling mechanism abstracted end user unaware underlying infrastructure change,scale database vertically horizontally without user noticing change performance availability,1,Interoperability
system shall ensure fault detection recovery not introduce additional error issue,product shall include built security feature encryption authentication,1,Scalability
track celebrate user learning milestone,track not celebrate user learning milestone,0,Security
product shall ensure database data corresponds data entered user conference room reservation system contain information entered user,product shall not ensure database data corresponds data entered user conference room reservation system contain information entered user,0,Availability
mobile application profile page desc mobile application user profile page profile page user edit information includes password e mail address phone number user also able choose language mobile application set different language choice swedish english spanish french,mobile application profile page desc mobile application user not profile page profile page user edit information includes password e mail address phone number user not also able choose language mobile application not set different language choice swedish english spanish french,0,Accuracy
implement network redundancy prevent single point failure network connectivity,administrator modify list news rss feed available dutch,1,Security
average latency api response shall 50 millisecond,1000 access system system available 999 time,1,Scalability
allow user choose preferred font,not allow user choose preferred font,0,Interoperability
product must able interface html browser product shall transmit data user product without problem product shall display html properly 80% html browser tested minimum test 8 browser,product must not able interface html browser product shall not transmit data user product without problem product shall not display html properly 80% html browser tested minimum test 8 browser,0,Maintainability
create onboarding playlist new user,design data pipeline scale data volume,1,Compatibility
user select topic search result described requirement ucar703,user select not topic search result described requirement ucar703,0,Maintainability
setting menu twitter user save username combination password regarding twitter,system availability gist availability system used scale average system availability not considering network failing meter measurement obtained 1000 hour usage testing must 98% time plan 99% time wish 100% time,1,Maintainability
mobile application navigation restaurant desc user able select pin map element list selection made location restaurant sent mobile phoneã â â gps navigation program user navigated destination destination reached user able go back search page mobile application,mobile application navigation restaurant desc user not able select pin map element list selection made location restaurant not sent mobile phoneã â â gps navigation program user not navigated destination destination reached user not able go back search page mobile application,0,Portability
system shall ensure data integrity maintained recovery process,setting menu twitter user save username combination password regarding twitter,1,Interoperability
use interactive whiteboards collaborative learning,system shall let administrator de activate customer account 1 minute customer no longer able access website,1,Compatibility
product shall able display calendar date time according user locale 90% survey respondent target market country find date time formatting product correct,authentication mechanism must secure including multi factor authentication privileged account,1,Maintainability
user able access streaming movie 2 click logging website,system could not find appropriate website associated question system return generic error message ã â å sorry couldnã â â find answer ã â â,1,Portability
product shall allow user undo action within last 5 minute,product shall not allow user undo action within last 5 minute,0,Interoperability
deploy high availability storage solution ensure data always accessible,deploy high availability storage solution ensure data always inaccessible,0,Interoperability
application instance shall able reusable every semester returning student user able update class schedule application check registered schedule set next semester current school semester application component able integrated larger ru mobile application developed maintained radford university,mobile application switch result view desc user able switch map view list view search option,1,Maintainability
facebook ã â â likeã â â interface according facebook guideline,application shall handle 250 concurrent file uploads,1,Portability
user interface must gui based,system shall offer configurable threshold fault detection adapt varying operational need,1,Performance
system shall provide automated alert notification fault detection recovery status,system shall not provide automated alert notification fault detection recovery status,0,Flexibility
user permission use location service,user permission not use location service,0,Portability
fau class contains requirement recording occurrence security relevant event take place tsf control family identifies level auditing enumerates type event shall auditable tsf identifies minimum set audit related information provided within various audit record type following extended requirement fau class included st operational environment capable providing security audit generation tsf function,product shall allow intuitive searching available conference room,1,Performance
design application isolate fault prevent cascading failure,design not application isolate fault prevent cascading failure,0,Portability
application easily extendable maintainable able released open source application,application easily not extendable maintainable able released open source application,0,Security
result displayed list view user friendly easy understand selecting element result list take one click,result not displayed list view user friendly easy understand selecting element result list take one click,0,Accuracy
application easily extendable maintainable able released open source application,system must monitor record user activity detect respond potential security incident,1,Compatibility
ensure system scale horizontally handle increased load without affecting availability,design component stateless facilitate easy scaling,1,Performance
update page link site nearby,administrator activate pre paid card,1,Reliability
administrator change font used user interface sub apps main app not include external resource,administrator change font used user interface sub apps main app not include not external resource,0,Availability
system shall provide real time alert system failure critical issue,share user testimonial inspire new user,1,Compatibility
ensure robust error handling recovery mechanism,include feature user provide feedback easily,1,Usability
product shall include feature user easily switch different account profile,product shall not exclude feature user easily switch different account profile,0,Accuracy
system shall support least 10 000 concurrent user without performance degradation,product shall support drag drop functionality file management,1,Compatibility
system shall maintain operational status critical function even non critical component fail,system shall not maintain operational status critical function even non critical component fail,0,Availability
case user able browse category according wish user also see many item category,case user able browse category according not wish user also see many item category,0,Scalability
system shall provide user friendly interface monitoring managing fault tolerance setting,system shall not provide user friendly interface monitoring managing fault tolerance setting,0,Performance
conduct survey gauge user satisfaction training,user must radford university student order access automatic class schedule assignment sharing feature application user authenticate logging using ru username password,1,Maintainability
administrator change button used user interface sub apps main app not include external resource,system shall mean time failure mtbf least 10 000 hour,1,Compatibility
system shall use symbol word naturally understandable user community,product shall include interface managing system license entitlement,1,Usability
include easily accessible user profile section personal setting,include easily inaccessible user profile section personal setting,0,Availability
case user decline exchange offered another user clicking ã â å declineã â â button,permit use unverified anonymous avatar alias,1,Performance
provide customizable error reporting feature adapt different operational environment user need,not provide customizable error reporting feature adapt different operational environment user need,0,Interoperability
application must able link internal system order user properly log identified information must kept secure,application must not able link internal system order user properly log identified information must not kept insecure,0,Availability
system shall provide alert notification fault occurrence recovery status,system shall not provide alert notification fault occurrence recovery status,0,Maintainability
allow user customize notification style,not allow user customize notification style,0,Performance
case user enters username email password log system,regularly perform load testing ensure system handle peak load,1,Availability
full information registration given restaurant owner want create account restaurant owner not account restaurant owner register web portal providing user name password address e mail address phone number mobile number restaurant owner able apply verification,full information registration given restaurant owner want create not account restaurant owner not account restaurant owner register web portal providing user name password address e mail address phone number mobile number restaurant owner able apply verification,0,Portability
allow user bookmark save important page quick access,not allow user bookmark save important page quick access,0,Accuracy
use scalable storage solution like distributed file system,system shall capability restart service automatically failure,1,Reliability
search feature prominent easy find user,dispute application shall available 24x7x365 exception following scheduled maintenance window monday saturday 3,1,Availability
high availability cluster implement high availability cluster critical service,high availability cluster implement high availability cluster not critical service,0,Usability
system shall comprehensive rollback plan failed update,system shall not comprehensive rollback plan failed update,0,Accuracy
application shall maximum latency 4 second high volume data import,application shall not minimum latency 4 second high volume data import,0,Availability
no safety requirement application normal hazard mobile device hazard user using device not driving,deploy high availability network appliance,1,Flexibility
functionality not require network connectivity system component require authentication radford university network connectivity function long system maintained university available,ensure medium element video audio accessible control,1,Compatibility
icon selected two open text field available user search product name product id sku keyword,use ai recommend learning resource,1,Accuracy
product must include automated backup recovery capability,product must not exclude automated backup recovery capability,0,Flexibility
33 application shall ask user confirm dropping player trading player performing action,user click link browse site home page system respond list link site z sorted site name,1,Reliability
system shall maintain data integrity operation,system shall not maintain data integrity operation,0,Flexibility
include help button feature every page quick assistance,include not help button feature every page quick assistance,0,Scalability
system shall include mechanism maintain functionality partial system degradation,system must comply organizational security policy standard,1,Performance
product shall platform independent product shall enable access type development environment platform,product shall not platform independent product shall not disable access type development environment platform,0,Usability
must able interface following browser,must not able interface following browser,0,Availability
redundancy avoid single point failure enhance reliability,product shall synchronize contact appointment acceptable time,1,Maintainability
continuously monitor system latency identify resolve potential performance issue,continuously monitor system not latency identify resolve potential performance issue,0,Compatibility
administrator change font used user interface sub apps main app not include external resource,administrator change font used user interface sub apps main app not exclude external resource,0,Portability
design component stateless facilitate easy scaling,route planned navigator shown map view,1,Flexibility
application maintainer modify appearance separate launcher,application maintainer not modify appearance separate launcher,0,Availability
maintain redundant resource support scaling,maintain not redundant resource support scaling,0,Compatibility
system must follow secure coding practice regularly test application vulnerability,include feature user manage notification alert,1,Reliability
website must interface cybersource api process credit card transaction,implement server cloning quickly replicate environment,1,Flexibility
user able search site name description,user able search site not name description,0,Interoperability
editing existing restaurant type given administrator logged administrator edits existing restaurant type restaurant type updated list restaurant type,product shall offer web based interface remote system management,1,Availability
give control end user private data least delete private repository option,use middleware solution designed high availability manage system communication,1,Interoperability
mobile application search result list view search result viewed list element list represents specific restaurant element include restaurant name telephone number type food distance according userã â â position average price short two line description link restaurantã â â web page information link maximally 100 result displayed result contains restaurant displayed screen one time user able scroll searching price restaurant sorted according following order 1 average price 2 distance 3 restaurant type 4 specific dish searching search option price restaurant sorted according following order 1 distance 2 average price 3 restaurant type 4 specific dish list view include header different selectable sorting option list view include button selected display different filtering option filtering menu,hazard user using device not driving,1,Maintainability
regularly backup data ensure quick recovery,system shall interface campusconnect central server,1,Usability
system shall provide 24 7 customer support maximum response time 30 minute,system shall provide tooltips icon button hover,1,Scalability
case user decline exchange offered another user clicking ã â å declineã â â button,case user decline exchange offered not another user clicking ã â å declineã â â button,0,Reliability
system shall implement checkpoint restore point facilitate rapid recovery failure,application maintainer modify appearance separate launcher,1,Performance
system shall ensure 95% user complete basic task e g file upload without external assistance,system shall not ensure 95% user complete basic task e g file upload without external assistance,0,Interoperability
system shall adhere secure configuration guideline best practice,system shall not adhere insecure configuration guideline best practice,0,Security
application shall achieve 99 95% uptime peak load hour,application shall not achieve 99 95% uptime peak load hour,0,Compatibility
implement guided tour walk user key feature,implement guided tour walk not user key feature,0,Reliability
primary performance requirement speed network application minimal logic little no issue computation required phone,primary performance requirement speed network not application minimal logic little no issue computation required phone,0,Security
regularly conduct failover drill test effectiveness failover process,regularly not conduct failover drill test effectiveness failover process,0,Portability
system shall designed handle hardware failure without affecting overall system performance,system shall not designed handle hardware failure without affecting overall system performance,0,Interoperability
prominent search feature desc search feature prominent easy find user,system language agnostic since portability prime goal overall project english turkish finnish italian least supported replication partner,1,Usability
authentication mechanism must secure including multi factor authentication privileged account,authentication mechanism must not secure including multi factor authentication privileged account,0,Accuracy
website shall make user aware information practice collecting data via privacy policy accessible page website,system shall provide onboarding tutorial new user completed less 10 minute,1,Scalability
system shall designed handle simultaneous failure 20% component without service interruption,system shall not designed handle simultaneous failure 20% component without service interruption,0,Reliability
monitor environmental condition e g temperature humidity data center prevent hardware failure,prominent search feature desc search feature prominent easy find user,1,Interoperability
minimize latency data processing network communication,select swedish preferred language given administrator want select preferred language administrator selects swedish new language web portal show text swedish,1,Portability
user allows location service create user,product shall include comprehensive user guide covering functionality,1,Flexibility
system must provide secure easy use administration interface,system must not provide secure easy use administration interface,0,Reliability
product shall use standard navigation menu familiar web user,possible ã â å tweetã â â certain news item,1,Accuracy
system shall recovery time objective rto less 1 hour,location searched name building,1,Security
system shall provide detailed log fault occurrence recovery action audit analysis,system shall not provide detailed log fault occurrence recovery action audit analysis,0,Portability
system shall capable performing full system reboot without impacting active user session,dispute application shall interface statement database statement database provides transaction detail dispute system transaction detail must obtained statement database,1,Usability
interactive element clearly distinguish interactive element non interactive one,new user shall able navigate league team page within 30 second reaching start page,1,Availability
retrieve password given restaurant owner want log lost password restaurant owner enters email address ã â å retrieve passwordã â â form submits form restaurant owner receive email containing password,system must support horizontal scaling add node,1,Flexibility
error message display clear user friendly error message,system shall provide automated alert notification fault detection recovery status,1,Scalability
system shall achieve 95% uptime,tu e related twitter site selected list see content list requirement ucar903,1,Portability
establish reliable backup procedure,establish unreliable backup procedure,0,Scalability
application shall average response time 2 5 second data retrieval,modularity system designed way algorithm four main unit able easily swapped,1,Portability
user change calender different month,user not change calender different month,0,Availability
product shall include comprehensive user guide covering functionality,product shall not exclude comprehensive user guide covering functionality,0,Flexibility
system shall support partial failure affected component taken offline others remain operational,optimize resource utilization support scalability,1,Maintainability
system shall let existing customer log website email address password 5 second,restaurant owner create account security gist security creating account restaurant owner system scale restaurant owner want create account desired user name occupied restaurant owner asked choose different user name meter measurement obtained 1000 hour usage testing must 100% time,1,Compatibility
interface shall simple look interface usability survey 90% beta tester must report interface adequately simple,interface shall not simple look interface usability survey 90% beta tester must report interface adequately simple,0,Performance
provide marketplace user created theme,system shall ensure critical data stored redundant location avoid single point failure,1,Security
error unit failed create generic answer given generic sentence case simply fallback error handling described r4 4 2 1,error unit failed create generic answer given not generic sentence case simply fallback error handling described r4 4 2 1,0,Security
product shall offer web based interface remote system management,product shall not offer web based interface remote system management,0,Performance
user account must managed according security best practice including timely deactivation account departing employee,main menu contains launcher agenda app 3 1 5,1,Portability
user click link application respond page,user click not link application respond page,0,Performance
wcs system shall use appropriate nomenclature terminology defined corporate community grant organization interface report undergo usability test ccr user,wcs system shall not use appropriate nomenclature terminology defined corporate community grant organization interface report undergo usability test ccr user,0,Maintainability
maintain comprehensive faq section,search result shall returned no later 30 second user entered search criterion,1,Security
user select download catalogue pdf viewed mobile device,implement maintenance scheduling system plan communicate maintenance activity effectively,1,Interoperability
application instance shall able reusable every semester returning student user able update class schedule application check registered schedule set next semester current school semester application component able integrated larger ru mobile application developed maintained radford university,upon usb plugged system shall able deployed operational less 1 minute,1,Usability
usage result map view desc result displayed map view user friendly easy understand selecting pin map take one click,system must ensure data integrity checksum validation mechanism,1,Reliability
use visual cue guide user process,use visual not cue guide user process,0,Portability
system shall provide seamless user experience failover ensuring no session data loss,system shall offer continuous service maintaining operational mirror active passive configuration,1,Usability
designated phone number user send text ã â â ¹,full information registration given restaurant owner want create account restaurant owner not account restaurant owner register web portal providing user name password address e mail address phone number mobile number restaurant owner able apply verification,1,Availability
